Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,123342,-,-,-,37.85,-122.22,-8,270,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.0
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Fill Flag,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure
2017,1,2,5,30,0,0,0,0,0,0,4,3,0,0.1,1.7000000000000002,93.54,4,980.0
2017,1,2,6,30,0,0,0,0,0,0,1,2,0,0.1,1.6,92.47,4,980.0
2017,1,2,7,30,0,0,0,0,0,0,4,2,0,0.1,1.4000000000000001,86.29,4,980.0
2017,1,2,8,30,68,87,83,62,376,127,4,4,4,0.1,1.5,87.33,5,980.0
2017,1,2,9,30,135,155,183,87,615,280,4,4,4,0.1,1.9000000000000001,84.79,6,980.0
2017,1,2,10,30,121,560,355,95,742,404,4,4,0,0.1,2.4000000000000004,78.3,7,980.0
2017,1,2,11,30,172,450,386,100,792,477,2,4,0,0.1,2.9000000000000004,77.87,7,980.0
2017,1,2,12,30,220,115,276,99,802,491,8,4,0,0.1,3.1,77.41,7,980.0
2017,1,2,13,30,198,109,248,93,785,446,8,4,0,0.1,3.2,77.8,7,980.0
2017,1,2,14,30,151,71,177,83,717,345,8,4,0,0.1,3.0,78.53,7,980.0
2017,1,2,15,30,93,44,104,65,577,202,2,4,4,0.1,2.5,85.82000000000001,6,980.0
2017,1,2,16,30,25,0,25,31,237,49,4,5,4,0.1,2.0,93.8,5,980.0
2017,1,2,17,30,0,0,0,0,0,0,1,4,0,0.1,1.9000000000000001,98.38,5,980.0
2017,1,2,18,30,0,0,0,0,0,0,4,4,0,0.1,1.9000000000000001,98.85000000000001,4,980.0
2017,1,2,19,30,0,0,0,0,0,0,4,4,0,0.1,2.0,99.07000000000001,4,980.0
2017,1,2,20,30,0,0,0,0,0,0,4,4,0,0.1,1.9000000000000001,99.86,4,980.0
2017,1,2,21,30,0,0,0,0,0,0,8,4,0,0.1,1.8,100.0,5,980.0
2017,1,2,22,30,0,0,0,0,0,0,8,5,0,0.1,1.8,96.93,5,980.0
2017,1,2,23,30,0,0,0,0,0,0,8,6,0,0.1,1.8,100.0,5,980.0
2017,1,3,0,30,0,0,0,0,0,0,8,6,0,0.1,1.7000000000000002,95.7,6,980.0
2017,1,3,1,30,0,0,0,0,0,0,8,6,0,0.1,1.7000000000000002,97.18,6,980.0
2017,1,3,2,30,0,0,0,0,0,0,8,6,0,0.1,1.9000000000000001,98.12,6,980.0
2017,1,3,3,30,0,0,0,0,0,0,8,6,0,0.1,2.1,98.33,6,980.0
2017,1,3,4,30,0,0,0,0,0,0,8,6,0,0.1,2.3000000000000003,97.92,6,980.0
2017,1,3,5,30,0,0,0,0,0,0,4,6,0,0.1,2.4000000000000004,97.13,6,980.0
2017,1,3,6,30,0,0,0,0,0,0,8,6,0,0.1,2.6,100.0,6,980.0
2017,1,3,7,30,0,0,0,0,0,0,4,6,0,0.1,2.8000000000000003,100.0,6,980.0
2017,1,3,8,30,26,0,26,45,517,133,8,6,4,0.1,3.1,95.75,6,980.0
2017,1,3,9,30,57,0,57,62,710,285,8,6,4,0.1,3.5,92.68,7,980.0
2017,1,3,10,30,113,0,113,74,785,402,8,7,0,0.1,3.9000000000000004,91.76,8,980.0
2017,1,3,11,30,178,16,185,80,818,471,8,8,0,0.1,4.1000000000000005,91.06,9,980.0
2017,1,3,12,30,70,0,70,83,818,483,8,9,0,0.1,4.5,95.84,10,980.0
2017,1,3,13,30,17,0,17,82,784,436,8,9,0,0.1,4.9,93.05,10,980.0
2017,1,3,14,30,97,0,97,76,711,337,8,10,0,0.1,5.300000000000001,94.89,10,980.0
2017,1,3,15,30,56,0,56,62,560,197,6,10,4,0.1,5.800000000000001,95.83,10,980.0
2017,1,3,16,30,14,0,14,30,220,48,6,10,4,0.1,6.2,96.35000000000001,10,980.0
2017,1,3,17,30,0,0,0,0,0,0,6,10,0,0.1,6.6000000000000005,96.75,10,980.0
2017,1,3,18,30,0,0,0,0,0,0,4,10,0,0.1,6.7,97.37,10,980.0
2017,1,3,19,30,0,0,0,0,0,0,8,10,0,0.1,6.6000000000000005,98.26,10,980.0
2017,1,3,20,30,0,0,0,0,0,0,8,10,0,0.1,6.4,93.23,11,980.0
2017,1,3,21,30,0,0,0,0,0,0,6,11,0,0.1,6.1000000000000005,94.68,11,980.0
2017,1,3,22,30,0,0,0,0,0,0,8,11,0,0.1,5.7,96.32000000000001,11,980.0
2017,1,3,23,30,0,0,0,0,0,0,6,11,0,0.1,5.1000000000000005,97.91,11,980.0
2017,1,4,0,30,0,0,0,0,0,0,6,11,0,0.1,4.4,99.09,11,980.0
2017,1,4,1,30,0,0,0,0,0,0,8,11,0,0.1,3.4000000000000004,100.0,11,980.0
2017,1,4,2,30,0,0,0,0,0,0,8,11,0,0.1,2.5,100.0,11,980.0
2017,1,4,3,30,0,0,0,0,0,0,8,11,0,0.1,2.1,99.28,11,980.0
2017,1,4,4,30,0,0,0,0,0,0,8,11,0,0.1,2.0,100.0,10,980.0
2017,1,4,5,30,0,0,0,0,0,0,8,11,0,0.1,1.9000000000000001,100.0,10,980.0
2017,1,4,6,30,0,0,0,0,0,0,4,9,0,0.1,1.8,100.0,9,980.0
2017,1,4,7,30,0,0,0,0,0,0,4,9,0,0.1,1.9000000000000001,99.75,9,980.0
2017,1,4,8,30,29,0,29,46,489,130,8,9,4,0.1,2.1,97.82000000000001,9,980.0
2017,1,4,9,30,64,0,64,68,671,279,8,9,4,0.1,2.2,96.71000000000001,9,980.0
2017,1,4,10,30,14,0,14,79,764,399,8,9,0,0.1,2.4000000000000004,95.72,9,980.0
2017,1,4,11,30,128,0,128,82,811,471,8,9,0,0.1,2.7,94.8,9,980.0
2017,1,4,12,30,97,0,97,82,824,487,8,8,0,0.1,2.7,92.32000000000001,9,980.0
2017,1,4,13,30,31,0,31,76,812,444,4,8,0,0.1,2.4000000000000004,89.41,9,980.0
2017,1,4,14,30,122,0,122,68,757,347,8,7,0,0.1,2.0,93.04,8,980.0
2017,1,4,15,30,73,0,73,54,635,208,4,7,4,0.1,1.7000000000000002,97.29,8,980.0
2017,1,4,16,30,19,0,19,27,337,56,4,7,4,0.1,1.4000000000000001,97.31,7,980.0
2017,1,4,17,30,0,0,0,0,0,0,4,7,0,0.1,1.3,96.25,7,980.0
2017,1,4,18,30,0,0,0,0,0,0,4,7,0,0.1,1.3,94.95,7,980.0
2017,1,4,19,30,0,0,0,0,0,0,8,7,0,0.1,1.4000000000000001,100.0,7,980.0
2017,1,4,20,30,0,0,0,0,0,0,8,6,0,0.1,1.5,99.37,6,980.0
2017,1,4,21,30,0,0,0,0,0,0,8,6,0,0.1,1.5,97.94,6,980.0
2017,1,4,22,30,0,0,0,0,0,0,8,6,0,0.1,1.4000000000000001,96.07000000000001,6,980.0
2017,1,4,23,30,0,0,0,0,0,0,8,6,0,0.1,1.4000000000000001,93.86,6,980.0
2017,1,5,0,30,0,0,0,0,0,0,8,5,0,0.1,1.6,98.46000000000001,6,980.0
2017,1,5,1,30,0,0,0,0,0,0,1,5,0,0.1,1.8,96.92,5,980.0
2017,1,5,2,30,0,0,0,0,0,0,8,5,0,0.1,2.0,95.7,5,980.0
2017,1,5,3,30,0,0,0,0,0,0,8,4,0,0.1,2.1,100.0,4,980.0
2017,1,5,4,30,0,0,0,0,0,0,8,4,0,0.1,2.2,96.93,4,980.0
2017,1,5,5,30,0,0,0,0,0,0,8,4,0,0.1,2.3000000000000003,100.0,3,980.0
2017,1,5,6,30,0,0,0,0,0,0,8,2,0,0.1,2.3000000000000003,100.0,3,980.0
2017,1,5,7,30,0,0,0,0,0,0,8,2,0,0.1,2.4000000000000004,92.79,3,980.0
2017,1,5,8,30,40,619,146,40,619,146,1,3,0,0.1,2.6,91.10000000000001,4,980.0
2017,1,5,9,30,53,813,309,53,813,309,0,3,0,0.1,2.7,83.01,6,980.0
2017,1,5,10,30,62,894,437,62,894,437,0,1,0,0.1,2.7,68.59,7,980.0
2017,1,5,11,30,66,927,512,66,927,512,0,0,0,0.1,2.6,58.57,8,980.0
2017,1,5,12,30,68,931,527,68,931,527,0,0,0,0.1,2.5,52.97,8,980.0
2017,1,5,13,30,63,919,482,63,919,482,0,0,0,0.1,2.3000000000000003,52.27,8,980.0
2017,1,5,14,30,58,863,378,58,863,378,1,0,0,0.1,2.0,55.44,8,980.0
2017,1,5,15,30,48,746,231,48,746,231,0,0,0,0.1,1.7000000000000002,60.980000000000004,6,980.0
2017,1,5,16,30,25,459,65,25,459,65,1,1,0,0.1,1.6,79.09,4,980.0
2017,1,5,17,30,0,0,0,0,0,0,1,0,0,0.1,1.8,77.76,3,990.0
2017,1,5,18,30,0,0,0,0,0,0,1,0,0,0.1,2.0,81.74,2,990.0
2017,1,5,19,30,0,0,0,0,0,0,1,0,0,0.1,2.3000000000000003,87.07000000000001,1,990.0
2017,1,5,20,30,0,0,0,0,0,0,1,0,0,0.1,2.4000000000000004,93.51,0,990.0
2017,1,5,21,30,0,0,0,0,0,0,1,0,0,0.1,2.3000000000000003,94.46000000000001,0,990.0
2017,1,5,22,30,0,0,0,0,0,0,1,0,0,0.1,2.2,100.0,0,990.0
2017,1,5,23,30,0,0,0,0,0,0,1,0,0,0.1,2.1,100.0,0,990.0
2017,1,6,0,30,0,0,0,0,0,0,1,0,0,0.1,2.1,99.5,0,990.0
2017,1,6,1,30,0,0,0,0,0,0,1,0,0,0.1,2.1,97.92,0,990.0
2017,1,6,2,30,0,0,0,0,0,0,1,0,0,0.1,2.2,96.18,0,990.0
2017,1,6,3,30,0,0,0,0,0,0,1,0,0,0.1,2.2,94.56,0,990.0
2017,1,6,4,30,0,0,0,0,0,0,8,-1,0,0.1,2.2,90.94,-1,990.0
2017,1,6,5,30,0,0,0,0,0,0,8,-1,0,0.1,2.2,88.22,-1,990.0
2017,1,6,6,30,0,0,0,0,0,0,8,-2,0,0.1,2.2,86.17,-1,990.0
2017,1,6,7,30,0,0,0,0,0,0,8,-2,0,0.1,2.4000000000000004,85.99,0,990.0
2017,1,6,8,30,43,600,146,43,600,146,8,-1,4,0.1,2.7,84.64,0,990.0
2017,1,6,9,30,61,773,305,61,773,305,8,0,4,0.1,2.7,75.29,2,990.0
2017,1,6,10,30,70,854,430,70,854,430,0,0,0,0.1,2.6,68.97,4,990.0
2017,1,6,11,30,76,881,501,76,881,501,1,0,0,0.1,2.6,67.43,5,990.0
2017,1,6,12,30,74,892,515,74,892,515,1,1,0,0.1,2.6,65.83,6,990.0
2017,1,6,13,30,81,827,460,81,827,460,0,1,0,0.1,2.5,63.02,7,980.0
2017,1,6,14,30,88,638,326,76,748,356,8,1,0,0.1,2.4000000000000004,69.10000000000001,7,980.0
2017,1,6,15,30,75,479,194,62,603,212,8,3,4,0.1,2.0,81.42,6,980.0
2017,1,6,16,30,32,232,53,31,292,58,8,3,4,0.1,2.0,84.72,5,980.0
2017,1,6,17,30,0,0,0,0,0,0,8,3,0,0.1,2.2,83.62,5,980.0
2017,1,6,18,30,0,0,0,0,0,0,8,3,0,0.1,2.2,88.79,5,980.0
2017,1,6,19,30,0,0,0,0,0,0,8,3,0,0.1,1.8,88.55,4,980.0
2017,1,6,20,30,0,0,0,0,0,0,8,3,0,0.1,1.8,90.99,4,980.0
2017,1,6,21,30,0,0,0,0,0,0,6,4,0,0.1,2.4000000000000004,93.83,4,980.0
2017,1,6,22,30,0,0,0,0,0,0,8,4,0,0.1,2.8000000000000003,95.24,4,980.0
2017,1,6,23,30,0,0,0,0,0,0,8,4,0,0.1,3.0,96.0,4,980.0
2017,1,7,0,30,0,0,0,0,0,0,8,4,0,0.1,3.1,96.67,4,980.0
2017,1,7,1,30,0,0,0,0,0,0,6,4,0,0.1,3.0,91.07000000000001,5,980.0
2017,1,7,2,30,0,0,0,0,0,0,6,4,0,0.1,3.0,93.26,5,980.0
2017,1,7,3,30,0,0,0,0,0,0,6,5,0,0.1,3.4000000000000004,95.88,5,980.0
2017,1,7,4,30,0,0,0,0,0,0,8,6,0,0.1,4.0,93.45,6,980.0
2017,1,7,5,30,0,0,0,0,0,0,6,6,0,0.1,4.1000000000000005,97.97,6,980.0
2017,1,7,6,30,0,0,0,0,0,0,6,7,0,0.1,4.1000000000000005,94.45,7,980.0
2017,1,7,7,30,0,0,0,0,0,0,6,7,0,0.1,4.800000000000001,93.18,8,980.0
2017,1,7,8,30,54,0,54,56,401,125,8,9,4,0.1,5.6000000000000005,93.32000000000001,10,980.0
2017,1,7,9,30,115,9,118,80,611,274,8,11,4,0.1,5.7,99.27,11,980.0
2017,1,7,10,30,96,0,96,91,717,394,8,12,0,0.1,4.9,99.52,12,980.0
2017,1,7,11,30,173,11,179,91,780,469,8,13,0,0.1,4.0,100.0,13,980.0
2017,1,7,12,30,138,0,138,87,808,488,8,13,0,0.1,3.6,100.0,13,980.0
2017,1,7,13,30,17,0,17,94,752,440,4,13,0,0.1,3.3000000000000003,100.0,13,980.0
2017,1,7,14,30,14,0,14,83,697,345,8,13,4,0.1,2.7,100.0,12,980.0
2017,1,7,15,30,8,0,8,63,585,210,8,11,4,0.1,2.1,100.0,11,980.0
2017,1,7,16,30,2,0,2,32,296,59,8,11,4,0.1,1.7000000000000002,100.0,10,980.0
2017,1,7,17,30,0,0,0,0,0,0,8,11,0,0.1,1.8,100.0,10,980.0
2017,1,7,18,30,0,0,0,0,0,0,6,11,0,0.1,2.3000000000000003,100.0,10,980.0
2017,1,7,19,30,0,0,0,0,0,0,8,11,0,0.1,2.7,100.0,10,980.0
2017,1,7,20,30,0,0,0,0,0,0,8,10,0,0.1,2.7,99.14,10,980.0
2017,1,7,21,30,0,0,0,0,0,0,6,10,0,0.1,2.8000000000000003,96.7,10,980.0
2017,1,7,22,30,0,0,0,0,0,0,6,10,0,0.1,2.9000000000000004,96.67,10,980.0
2017,1,7,23,30,0,0,0,0,0,0,6,10,0,0.1,3.1,99.07000000000001,10,980.0
2017,1,8,0,30,0,0,0,0,0,0,6,11,0,0.1,4.9,97.41,11,980.0
2017,1,8,1,30,0,0,0,0,0,0,9,13,0,0.1,6.800000000000001,100.0,12,980.0
2017,1,8,2,30,0,0,0,0,0,0,9,13,0,0.1,7.2,99.94,13,980.0
2017,1,8,3,30,0,0,0,0,0,0,8,13,0,0.1,7.2,99.3,13,980.0
2017,1,8,4,30,0,0,0,0,0,0,6,13,0,0.1,7.2,98.37,13,980.0
2017,1,8,5,30,0,0,0,0,0,0,6,13,1,0.1,7.2,98.2,13,980.0
2017,1,8,6,30,0,0,0,0,0,0,9,13,0,0.1,7.1000000000000005,98.44,13,980.0
2017,1,8,7,30,0,0,0,0,0,0,9,13,0,0.1,7.0,98.52,13,980.0
2017,1,8,8,30,6,0,6,47,468,128,9,13,4,0.1,6.7,98.73,13,980.0
2017,1,8,9,30,14,0,14,65,671,278,6,13,4,0.1,6.4,98.77,13,980.0
2017,1,8,10,30,7,0,7,76,756,397,6,13,0,0.1,6.4,98.86,14,980.0
2017,1,8,11,30,51,0,51,88,773,464,9,13,0,0.1,6.6000000000000005,98.81,14,980.0
2017,1,8,12,30,50,0,50,98,757,476,6,13,0,0.1,6.300000000000001,98.86,13,980.0
2017,1,8,13,30,33,0,33,107,696,429,6,13,0,0.1,5.6000000000000005,98.84,13,980.0
2017,1,8,14,30,62,0,62,99,621,334,6,13,0,0.1,5.1000000000000005,98.88,13,980.0
2017,1,8,15,30,37,0,37,74,509,203,6,13,4,0.1,4.7,98.43,13,980.0
2017,1,8,16,30,10,0,10,35,244,58,6,13,4,0.101,4.5,97.32000000000001,13,980.0
2017,1,8,17,30,0,0,0,0,0,0,8,13,0,0.101,4.1000000000000005,100.0,13,980.0
2017,1,8,18,30,0,0,0,0,0,0,8,13,0,0.101,4.0,100.0,13,980.0
2017,1,8,19,30,0,0,0,0,0,0,8,13,0,0.101,4.0,100.0,12,980.0
2017,1,8,20,30,0,0,0,0,0,0,6,13,0,0.101,3.6,100.0,12,980.0
2017,1,8,21,30,0,0,0,0,0,0,6,12,0,0.101,3.0,99.73,12,980.0
2017,1,8,22,30,0,0,0,0,0,0,8,11,0,0.101,2.5,100.0,11,980.0
2017,1,8,23,30,0,0,0,0,0,0,8,11,0,0.101,2.1,100.0,11,980.0
2017,1,9,0,30,0,0,0,0,0,0,8,11,0,0.101,2.0,100.0,10,980.0
2017,1,9,1,30,0,0,0,0,0,0,4,9,0,0.101,2.0,100.0,9,980.0
2017,1,9,2,30,0,0,0,0,0,0,1,9,0,0.101,2.1,100.0,9,980.0
2017,1,9,3,30,0,0,0,0,0,0,3,9,0,0.101,2.1,100.0,9,980.0
2017,1,9,4,30,0,0,0,0,0,0,8,9,0,0.101,1.9000000000000001,100.0,8,980.0
2017,1,9,5,30,0,0,0,0,0,0,8,9,0,0.101,1.7000000000000002,100.0,8,980.0
2017,1,9,6,30,0,0,0,0,0,0,8,9,0,0.101,1.7000000000000002,100.0,8,980.0
2017,1,9,7,30,0,0,0,0,0,0,6,9,0,0.101,1.9000000000000001,100.0,8,980.0
2017,1,9,8,30,68,92,84,57,427,131,6,9,4,0.101,2.2,99.05,9,980.0
2017,1,9,9,30,136,148,183,81,644,286,8,10,4,0.101,2.2,96.34,10,990.0
2017,1,9,10,30,186,119,237,84,781,416,8,10,0,0.101,2.3000000000000003,97.8,10,990.0
2017,1,9,11,30,200,334,364,90,819,490,8,10,0,0.101,2.6,91.0,11,980.0
2017,1,9,12,30,217,278,357,93,822,505,8,10,0,0.101,2.9000000000000004,88.66,11,980.0
2017,1,9,13,30,128,0,128,99,765,455,6,10,0,0.101,2.9000000000000004,88.71000000000001,11,980.0
2017,1,9,14,30,119,0,119,91,691,355,6,10,0,0.101,3.0,96.11,10,980.0
2017,1,9,15,30,72,0,72,72,557,215,6,10,4,0.101,3.1,96.27,10,980.0
2017,1,9,16,30,20,0,20,38,244,62,6,10,4,0.101,3.2,95.37,10,980.0
2017,1,9,17,30,0,0,0,0,0,0,6,9,0,0.101,3.3000000000000003,100.0,10,980.0
2017,1,9,18,30,0,0,0,0,0,0,6,9,0,0.101,3.5,99.8,9,980.0
2017,1,9,19,30,0,0,0,0,0,0,6,9,0,0.101,3.7,98.64,9,980.0
2017,1,9,20,30,0,0,0,0,0,0,8,9,0,0.101,3.8000000000000003,98.56,9,980.0
2017,1,9,21,30,0,0,0,0,0,0,8,9,1,0.101,4.0,98.74000000000001,10,980.0
2017,1,9,22,30,0,0,0,0,0,0,8,9,1,0.101,4.1000000000000005,99.32000000000001,10,980.0
2017,1,9,23,30,0,0,0,0,0,0,8,9,0,0.101,4.1000000000000005,100.0,10,980.0
2017,1,10,0,30,0,0,0,0,0,0,8,10,0,0.101,3.9000000000000004,94.52,10,980.0
2017,1,10,1,30,0,0,0,0,0,0,8,10,0,0.101,3.6,95.53,10,980.0
2017,1,10,2,30,0,0,0,0,0,0,8,10,0,0.101,3.4000000000000004,96.5,10,980.0
2017,1,10,3,30,0,0,0,0,0,0,8,10,0,0.101,3.2,97.4,10,980.0
2017,1,10,4,30,0,0,0,0,0,0,8,10,0,0.101,3.2,97.97,10,980.0
2017,1,10,5,30,0,0,0,0,0,0,8,10,1,0.101,3.4000000000000004,98.43,10,980.0
2017,1,10,6,30,0,0,0,0,0,0,6,10,0,0.101,3.6,98.83,10,980.0
2017,1,10,7,30,0,0,0,0,0,0,8,10,0,0.101,4.0,98.86,10,980.0
2017,1,10,8,30,2,0,2,46,511,135,8,10,4,0.101,4.4,99.59,10,980.0
2017,1,10,9,30,5,0,5,64,703,288,8,11,4,0.101,4.9,94.46000000000001,11,980.0
2017,1,10,10,30,40,0,40,78,774,408,6,11,0,0.101,5.4,96.68,11,980.0
2017,1,10,11,30,20,0,20,88,797,478,6,11,0,0.101,5.800000000000001,93.51,12,980.0
2017,1,10,12,30,35,0,35,94,792,493,6,12,0,0.101,6.1000000000000005,95.53,12,980.0
2017,1,10,13,30,9,0,9,92,763,450,6,12,0,0.101,6.4,96.76,12,980.0
2017,1,10,14,30,7,0,7,83,703,353,6,12,0,0.101,6.5,97.27,12,970.0
2017,1,10,15,30,4,0,4,66,577,216,6,12,4,0.101,6.6000000000000005,97.22,12,970.0
2017,1,10,16,30,1,0,1,37,263,63,4,12,4,0.101,6.6000000000000005,96.71000000000001,12,970.0
2017,1,10,17,30,0,0,0,0,0,0,8,12,1,0.101,6.300000000000001,96.78,12,970.0
2017,1,10,18,30,0,0,0,0,0,0,6,12,0,0.101,5.5,97.49000000000001,12,970.0
2017,1,10,19,30,0,0,0,0,0,0,8,11,0,0.101,4.4,100.0,11,970.0
2017,1,10,20,30,0,0,0,0,0,0,8,11,1,0.101,3.6,100.0,10,970.0
2017,1,10,21,30,0,0,0,0,0,0,3,9,0,0.101,3.3000000000000003,100.0,9,970.0
2017,1,10,22,30,0,0,0,0,0,0,4,9,0,0.101,3.2,98.53,9,980.0
2017,1,10,23,30,0,0,0,0,0,0,8,9,0,0.101,3.3000000000000003,95.81,9,980.0
2017,1,11,0,30,0,0,0,0,0,0,8,9,0,0.101,3.7,94.46000000000001,9,970.0
2017,1,11,1,30,0,0,0,0,0,0,3,9,0,0.101,3.9000000000000004,94.84,9,970.0
2017,1,11,2,30,0,0,0,0,0,0,3,9,1,0.101,3.7,95.72,9,970.0
2017,1,11,3,30,0,0,0,0,0,0,4,9,0,0.101,3.3000000000000003,100.0,8,970.0
2017,1,11,4,30,0,0,0,0,0,0,4,8,0,0.101,3.1,99.92,8,980.0
2017,1,11,5,30,0,0,0,0,0,0,4,8,1,0.101,2.9000000000000004,98.45,8,980.0
2017,1,11,6,30,0,0,0,0,0,0,4,8,0,0.101,2.7,100.0,7,980.0
2017,1,11,7,30,0,0,0,0,0,0,1,7,0,0.101,2.7,98.21000000000001,7,980.0
2017,1,11,8,30,48,540,142,48,540,142,0,8,0,0.101,2.9000000000000004,95.08,8,980.0
2017,1,11,9,30,66,739,303,66,739,303,2,8,4,0.101,3.1,87.52,9,980.0
2017,1,11,10,30,152,431,337,76,827,430,2,7,0,0.101,3.2,85.61,9,980.0
2017,1,11,11,30,188,412,390,82,864,507,2,7,0,0.101,3.2,78.7,10,980.0
2017,1,11,12,30,145,597,448,81,877,525,8,7,0,0.101,3.1,76.61,10,980.0
2017,1,11,13,30,171,441,378,77,862,483,8,6,0,0.101,2.9000000000000004,79.7,10,980.0
2017,1,11,14,30,163,211,245,68,815,384,8,6,0,0.101,2.6,77.89,9,980.0
