Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,123342,-,-,-,37.85,-122.22,-8,270,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Fill Flag,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure
2016,1,1,0,30,0,0,0,0,0,0,0,-1,0,0.097,2.4000000000000004,92.3,0,990.0
2016,1,1,1,30,0,0,0,0,0,0,0,-1,0,0.097,2.5,90.99,0,990.0
2016,1,1,2,30,0,0,0,0,0,0,0,-1,0,0.097,2.5,89.13,0,990.0
2016,1,1,3,30,0,0,0,0,0,0,1,-1,0,0.097,2.6,87.04,0,990.0
2016,1,1,4,30,0,0,0,0,0,0,1,-2,0,0.097,2.5,85.13,0,990.0
2016,1,1,5,30,0,0,0,0,0,0,1,-2,0,0.097,2.5,83.23,0,990.0
2016,1,1,6,30,0,0,0,0,0,0,1,-2,0,0.097,2.4000000000000004,81.94,0,990.0
2016,1,1,7,30,0,0,0,0,0,0,1,-2,0,0.097,2.5,82.06,0,990.0
2016,1,1,8,30,47,552,142,47,552,142,0,-2,0,0.097,2.7,73.60000000000001,2,990.0
2016,1,1,9,30,67,746,300,67,746,300,0,-1,0,0.097,2.8000000000000003,65.24,4,990.0
2016,1,1,10,30,75,840,425,75,840,425,0,-1,0,0.097,2.8000000000000003,59.69,6,990.0
2016,1,1,11,30,80,877,497,80,877,497,0,0,0,0.097,2.7,59.07,7,990.0
2016,1,1,12,30,81,882,509,81,882,509,0,0,0,0.097,2.5,56.97,7,990.0
2016,1,1,13,30,76,864,462,76,864,462,1,0,0,0.097,2.3000000000000003,53.620000000000005,8,990.0
2016,1,1,14,30,69,800,358,69,800,358,0,0,0,0.097,2.1,57.09,8,990.0
2016,1,1,15,30,55,664,210,55,664,210,0,0,0,0.097,1.8,62.65,6,990.0
2016,1,1,16,30,26,326,51,26,326,51,1,1,0,0.1,1.9000000000000001,77.54,4,990.0
2016,1,1,17,30,0,0,0,0,0,0,4,0,0,0.1,2.2,77.97,3,990.0
2016,1,1,18,30,0,0,0,0,0,0,8,0,0,0.1,2.4000000000000004,83.93,3,990.0
2016,1,1,19,30,0,0,0,0,0,0,4,0,0,0.1,2.5,83.71000000000001,2,990.0
2016,1,1,20,30,0,0,0,0,0,0,4,0,0,0.1,2.4000000000000004,83.27,2,990.0
2016,1,1,21,30,0,0,0,0,0,0,8,0,0,0.1,2.3000000000000003,88.57000000000001,2,990.0
2016,1,1,22,30,0,0,0,0,0,0,4,0,0,0.1,2.3000000000000003,87.59,2,990.0
2016,1,1,23,30,0,0,0,0,0,0,4,0,0,0.1,2.2,87.02,2,990.0
2016,1,2,0,30,0,0,0,0,0,0,4,0,0,0.1,2.0,80.64,2,990.0
2016,1,2,1,30,0,0,0,0,0,0,4,0,0,0.1,1.9000000000000001,80.10000000000001,2,990.0
2016,1,2,2,30,0,0,0,0,0,0,4,0,0,0.1,1.9000000000000001,85.95,2,990.0
2016,1,2,3,30,0,0,0,0,0,0,8,0,0,0.1,2.1,85.7,1,990.0
2016,1,2,4,30,0,0,0,0,0,0,4,0,0,0.1,2.4000000000000004,86.02,1,990.0
2016,1,2,5,30,0,0,0,0,0,0,4,0,0,0.1,2.6,84.94,1,990.0
2016,1,2,6,30,0,0,0,0,0,0,4,0,0,0.1,2.8000000000000003,89.3,1,990.0
2016,1,2,7,30,0,0,0,0,0,0,4,0,0,0.1,2.9000000000000004,82.19,1,990.0
2016,1,2,8,30,62,24,66,47,516,135,8,0,4,0.1,3.1,77.4,3,990.0
2016,1,2,9,30,126,50,142,67,707,288,4,0,4,0.1,3.0,67.93,4,990.0
2016,1,2,10,30,175,242,276,73,811,411,4,0,0,0.1,2.9000000000000004,62.82,6,990.0
2016,1,2,11,30,76,857,484,76,857,484,1,1,0,0.1,2.6,61.19,8,980.0
2016,1,2,12,30,216,220,323,76,866,498,4,3,0,0.1,2.3000000000000003,65.32000000000001,9,980.0
2016,1,2,13,30,117,0,117,77,831,449,4,5,0,0.1,1.9000000000000001,66.72,10,980.0
2016,1,2,14,30,58,0,58,70,765,347,4,5,0,0.1,1.6,68.92,10,980.0
2016,1,2,15,30,34,0,34,55,631,204,8,6,4,0.1,1.4000000000000001,77.44,9,980.0
2016,1,2,16,30,8,0,8,26,309,50,4,5,4,0.1,1.8,85.52,7,980.0
2016,1,2,17,30,0,0,0,0,0,0,4,4,0,0.1,2.3000000000000003,89.95,6,980.0
2016,1,2,18,30,0,0,0,0,0,0,8,3,0,0.1,2.7,86.09,5,980.0
2016,1,2,19,30,0,0,0,0,0,0,8,3,0,0.1,2.9000000000000004,87.13,5,980.0
2016,1,2,20,30,0,0,0,0,0,0,4,2,0,0.1,3.0,84.10000000000001,4,980.0
2016,1,2,21,30,0,0,0,0,0,0,4,2,0,0.1,3.0,88.06,3,980.0
2016,1,2,22,30,0,0,0,0,0,0,4,2,0,0.1,3.2,86.83,3,980.0
2016,1,2,23,30,0,0,0,0,0,0,8,1,0,0.1,3.3000000000000003,86.57000000000001,3,980.0
