Date/Time,Energy Produced (Wh)
2017-12-12 00:00:00 -0800,842
2017-12-13 00:00:00 -0800,1091
2017-12-14 00:00:00 -0800,792
2017-12-15 00:00:00 -0800,2520
2017-12-16 00:00:00 -0800,858
2017-12-17 00:00:00 -0800,736
2017-12-18 00:00:00 -0800,906
2017-12-19 00:00:00 -0800,2245
2017-12-20 00:00:00 -0800,677
2017-12-21 00:00:00 -0800,1027
2017-12-22 00:00:00 -0800,1402
2017-12-23 00:00:00 -0800,3813
2017-12-24 00:00:00 -0800,2030
2017-12-25 00:00:00 -0800,2213
2017-12-26 00:00:00 -0800,1039
2017-12-27 00:00:00 -0800,1161
2017-12-28 00:00:00 -0800,1095
2017-12-29 00:00:00 -0800,2070
2017-12-30 00:00:00 -0800,2057
2017-12-31 00:00:00 -0800,2423
2018-01-01 00:00:00 -0800,1669
2018-01-02 00:00:00 -0800,1933
2018-01-03 00:00:00 -0800,712
2018-01-04 00:00:00 -0800,2492
2018-01-05 00:00:00 -0800,1709
2018-01-06 00:00:00 -0800,1038
2018-01-07 00:00:00 -0800,1693
2018-01-08 00:00:00 -0800,398
2018-01-09 00:00:00 -0800,997
2018-01-10 00:00:00 -0800,2048
2018-01-11 00:00:00 -0800,2133
2018-01-12 00:00:00 -0800,1240
2018-01-13 00:00:00 -0800,1452
2018-01-14 00:00:00 -0800,2878
2018-01-15 00:00:00 -0800,2585
2018-01-16 00:00:00 -0800,1312
2018-01-17 00:00:00 -0800,2235
2018-01-18 00:00:00 -0800,1637
2018-01-19 00:00:00 -0800,1675
2018-01-20 00:00:00 -0800,1074
2018-01-21 00:00:00 -0800,2957
2018-01-22 00:00:00 -0800,2237
2018-01-23 00:00:00 -0800,2400
2018-01-24 00:00:00 -0800,2004
2018-01-25 00:00:00 -0800,2162
2018-01-26 00:00:00 -0800,1659
2018-01-27 00:00:00 -0800,1621
2018-01-28 00:00:00 -0800,1577
2018-01-29 00:00:00 -0800,3057
2018-01-30 00:00:00 -0800,2037
2018-01-31 00:00:00 -0800,1918
2018-02-01 00:00:00 -0800,2008
2018-02-02 00:00:00 -0800,2050
2018-02-03 00:00:00 -0800,1873
2018-02-04 00:00:00 -0800,2500
2018-02-05 00:00:00 -0800,2386
2018-02-06 00:00:00 -0800,2119
2018-02-07 00:00:00 -0800,2284
2018-02-08 00:00:00 -0800,2197
2018-02-09 00:00:00 -0800,2505
2018-02-10 00:00:00 -0800,3033
2018-02-11 00:00:00 -0800,3358
2018-02-12 00:00:00 -0800,2783
2018-02-13 00:00:00 -0800,2560
2018-02-14 00:00:00 -0800,3918
2018-02-15 00:00:00 -0800,2690
2018-02-16 00:00:00 -0800,2714
2018-02-17 00:00:00 -0800,2740
2018-02-18 00:00:00 -0800,3649
2018-02-19 00:00:00 -0800,2675
2018-02-20 00:00:00 -0800,3796
2018-02-21 00:00:00 -0800,3196
2018-02-22 00:00:00 -0800,3876
2018-02-23 00:00:00 -0800,3423
2018-02-24 00:00:00 -0800,4226
2018-02-25 00:00:00 -0800,4071
2018-02-26 00:00:00 -0800,4339
2018-02-27 00:00:00 -0800,3827
2018-02-28 00:00:00 -0800,4356
2018-03-01 00:00:00 -0800,2076
2018-03-02 00:00:00 -0800,3854
2018-03-03 00:00:00 -0800,4797
2018-03-04 00:00:00 -0800,5469
2018-03-05 00:00:00 -0800,4527
2018-03-06 00:00:00 -0800,4977
2018-03-07 00:00:00 -0800,5560
2018-03-08 00:00:00 -0800,5674
2018-03-09 00:00:00 -0800,9079
2018-03-10 00:00:00 -0800,2263
2018-03-11 00:00:00 -0800,8782
2018-03-12 00:00:00 -0700,3209
2018-03-13 00:00:00 -0700,2977
2018-03-14 00:00:00 -0700,4702
2018-03-15 00:00:00 -0700,3798
2018-03-16 00:00:00 -0700,7022
2018-03-17 00:00:00 -0700,4688
2018-03-18 00:00:00 -0700,5825
2018-03-19 00:00:00 -0700,6672
2018-03-20 00:00:00 -0700,1593
2018-03-21 00:00:00 -0700,1004
2018-03-22 00:00:00 -0700,11137
2018-03-23 00:00:00 -0700,3856
2018-03-24 00:00:00 -0700,8780
2018-03-25 00:00:00 -0700,3483
2018-03-26 00:00:00 -0700,12654
2018-03-27 00:00:00 -0700,9173
2018-03-28 00:00:00 -0700,9206
2018-03-29 00:00:00 -0700,9437
2018-03-30 00:00:00 -0700,5438
2018-03-31 00:00:00 -0700,15201
2018-04-01 00:00:00 -0700,10108
2018-04-02 00:00:00 -0700,11292
2018-04-03 00:00:00 -0700,10300
2018-04-04 00:00:00 -0700,10600
2018-04-05 00:00:00 -0700,4549
2018-04-06 00:00:00 -0700,3701
2018-04-07 00:00:00 -0700,9488
2018-04-08 00:00:00 -0700,12105
2018-04-09 00:00:00 -0700,11455
2018-04-10 00:00:00 -0700,5641
2018-04-11 00:00:00 -0700,10231
2018-04-12 00:00:00 -0700,9104
2018-04-13 00:00:00 -0700,13081
2018-04-14 00:00:00 -0700,12942
2018-04-15 00:00:00 -0700,9828
2018-04-16 00:00:00 -0700,8688
2018-04-17 00:00:00 -0700,13628
2018-04-18 00:00:00 -0700,9660
2018-04-19 00:00:00 -0700,14414
2018-04-20 00:00:00 -0700,14382
2018-04-21 00:00:00 -0700,14026
2018-04-22 00:00:00 -0700,13851
2018-04-23 00:00:00 -0700,14151
2018-04-24 00:00:00 -0700,14879
2018-04-25 00:00:00 -0700,14805
2018-04-26 00:00:00 -0700,15280
2018-04-27 00:00:00 -0700,9982
2018-04-28 00:00:00 -0700,10867
2018-04-29 00:00:00 -0700,12611
2018-04-30 00:00:00 -0700,11847
2018-05-01 00:00:00 -0700,14292
2018-05-02 00:00:00 -0700,16206
2018-05-03 00:00:00 -0700,13771
2018-05-04 00:00:00 -0700,15630
2018-05-05 00:00:00 -0700,9294
2018-05-06 00:00:00 -0700,13771
2018-05-07 00:00:00 -0700,16531
2018-05-08 00:00:00 -0700,16507
2018-05-09 00:00:00 -0700,16474
2018-05-10 00:00:00 -0700,16703
2018-05-11 00:00:00 -0700,17065
2018-05-12 00:00:00 -0700,17621
2018-05-13 00:00:00 -0700,13778
2018-05-14 00:00:00 -0700,13302
2018-05-15 00:00:00 -0700,13111
2018-05-16 00:00:00 -0700,13074
2018-05-17 00:00:00 -0700,17030
2018-05-18 00:00:00 -0700,14383
2018-05-19 00:00:00 -0700,17509
2018-05-20 00:00:00 -0700,15198
2018-05-21 00:00:00 -0700,18320
2018-05-22 00:00:00 -0700,7098
2018-05-23 00:00:00 -0700,5868
2018-05-24 00:00:00 -0700,7317
2018-05-25 00:00:00 -0700,4809
2018-05-26 00:00:00 -0700,9087
2018-05-27 00:00:00 -0700,18582
2018-05-28 00:00:00 -0700,18164
2018-05-29 00:00:00 -0700,18215
2018-05-30 00:00:00 -0700,14957
2018-05-31 00:00:00 -0700,18192
2018-06-01 00:00:00 -0700,18845
2018-06-02 00:00:00 -0700,0
2018-06-03 00:00:00 -0700,28395
2018-06-04 00:00:00 -0700,21402
2018-06-05 00:00:00 -0700,10366
2018-06-06 00:00:00 -0700,30131
2018-06-07 00:00:00 -0700,25456
2018-06-08 00:00:00 -0700,18872
2018-06-09 00:00:00 -0700,16319
2018-06-10 00:00:00 -0700,19319
2018-06-11 00:00:00 -0700,18943
2018-06-12 00:00:00 -0700,18628
2018-06-13 00:00:00 -0700,18686
2018-06-14 00:00:00 -0700,19369
2018-06-15 00:00:00 -0700,19392
2018-06-16 00:00:00 -0700,19070
2018-06-17 00:00:00 -0700,16255
2018-06-18 00:00:00 -0700,17975
2018-06-19 00:00:00 -0700,17995
2018-06-20 00:00:00 -0700,14628
2018-06-21 00:00:00 -0700,0
2018-06-22 00:00:00 -0700,0
2018-06-23 00:00:00 -0700,0
2018-06-24 00:00:00 -0700,0
2018-06-25 00:00:00 -0700,0
2018-06-26 00:00:00 -0700,0
2018-06-27 00:00:00 -0700,0
2018-06-28 00:00:00 -0700,0
2018-06-29 00:00:00 -0700,0
2018-06-30 00:00:00 -0700,0
2018-07-01 00:00:00 -0700,0
2018-07-02 00:00:00 -0700,0
2018-07-03 00:00:00 -0700,0
2018-07-04 00:00:00 -0700,0
2018-07-05 00:00:00 -0700,0
2018-07-06 00:00:00 -0700,0
2018-07-07 00:00:00 -0700,0
2018-07-08 00:00:00 -0700,0
2018-07-09 00:00:00 -0700,0
2018-07-10 00:00:00 -0700,0
2018-07-11 00:00:00 -0700,0
2018-07-12 00:00:00 -0700,0
2018-07-13 00:00:00 -0700,0
2018-07-14 00:00:00 -0700,0
2018-07-15 00:00:00 -0700,0
2018-07-16 00:00:00 -0700,0
2018-07-17 00:00:00 -0700,0
2018-07-18 00:00:00 -0700,0
2018-07-19 00:00:00 -0700,0
2018-07-20 00:00:00 -0700,0
2018-07-21 00:00:00 -0700,0
2018-07-22 00:00:00 -0700,0
2018-07-23 00:00:00 -0700,0
2018-07-24 00:00:00 -0700,0
2018-07-25 00:00:00 -0700,0
2018-07-26 00:00:00 -0700,0
2018-07-27 00:00:00 -0700,0
2018-07-28 00:00:00 -0700,0
2018-07-29 00:00:00 -0700,0
2018-07-30 00:00:00 -0700,0
2018-07-31 00:00:00 -0700,0
2018-08-01 00:00:00 -0700,0
2018-08-02 00:00:00 -0700,0
2018-08-03 00:00:00 -0700,0
2018-08-04 00:00:00 -0700,0
2018-08-05 00:00:00 -0700,0
2018-08-06 00:00:00 -0700,0
2018-08-07 00:00:00 -0700,0
2018-08-08 00:00:00 -0700,0
2018-08-09 00:00:00 -0700,0
2018-08-10 00:00:00 -0700,0
2018-08-11 00:00:00 -0700,0
2018-08-12 00:00:00 -0700,0
2018-08-13 00:00:00 -0700,0
2018-08-14 00:00:00 -0700,0
2018-08-15 00:00:00 -0700,0
2018-08-16 00:00:00 -0700,0
2018-08-17 00:00:00 -0700,0
2018-08-18 00:00:00 -0700,0
2018-08-19 00:00:00 -0700,0
2018-08-20 00:00:00 -0700,0
2018-08-21 00:00:00 -0700,0
2018-08-22 00:00:00 -0700,0
2018-08-23 00:00:00 -0700,0
2018-08-24 00:00:00 -0700,0
2018-08-25 00:00:00 -0700,0
2018-08-26 00:00:00 -0700,0
2018-08-27 00:00:00 -0700,0
2018-08-28 00:00:00 -0700,0
2018-08-29 00:00:00 -0700,0
2018-08-30 00:00:00 -0700,0
2018-08-31 00:00:00 -0700,0
2018-09-01 00:00:00 -0700,0
2018-09-02 00:00:00 -0700,0
2018-09-03 00:00:00 -0700,0
2018-09-04 00:00:00 -0700,0
2018-09-05 00:00:00 -0700,0
2018-09-06 00:00:00 -0700,0
2018-09-07 00:00:00 -0700,0
2018-09-08 00:00:00 -0700,0
2018-09-09 00:00:00 -0700,0
2018-09-10 00:00:00 -0700,0
2018-09-11 00:00:00 -0700,0
2018-09-12 00:00:00 -0700,0
2018-09-13 00:00:00 -0700,0
2018-09-14 00:00:00 -0700,0
2018-09-15 00:00:00 -0700,0
2018-09-16 00:00:00 -0700,0
2018-09-17 00:00:00 -0700,0
2018-09-18 00:00:00 -0700,0
2018-09-19 00:00:00 -0700,0
2018-09-20 00:00:00 -0700,0
2018-09-21 00:00:00 -0700,0
2018-09-22 00:00:00 -0700,0
2018-09-23 00:00:00 -0700,0
2018-09-24 00:00:00 -0700,0
2018-09-25 00:00:00 -0700,0
2018-09-26 00:00:00 -0700,0
2018-09-27 00:00:00 -0700,0
2018-09-28 00:00:00 -0700,0
2018-09-29 00:00:00 -0700,0
2018-09-30 00:00:00 -0700,0
2018-10-01 00:00:00 -0700,0
2018-10-02 00:00:00 -0700,0
2018-10-03 00:00:00 -0700,0
2018-10-04 00:00:00 -0700,0
2018-10-05 00:00:00 -0700,0
2018-10-06 00:00:00 -0700,0
2018-10-07 00:00:00 -0700,0
2018-10-08 00:00:00 -0700,3273
2018-10-09 00:00:00 -0700,14836
2018-10-10 00:00:00 -0700,14873
2018-10-11 00:00:00 -0700,14873
2018-10-12 00:00:00 -0700,14873
2018-10-13 00:00:00 -0700,14873
2018-10-14 00:00:00 -0700,14873
2018-10-15 00:00:00 -0700,14873
2018-10-16 00:00:00 -0700,14873
2018-10-17 00:00:00 -0700,14873
2018-10-18 00:00:00 -0700,14873
2018-10-19 00:00:00 -0700,14873
2018-10-20 00:00:00 -0700,14873
2018-10-21 00:00:00 -0700,14873
2018-10-22 00:00:00 -0700,14873
2018-10-23 00:00:00 -0700,14873
2018-10-24 00:00:00 -0700,14873
2018-10-25 00:00:00 -0700,14873
2018-10-26 00:00:00 -0700,14873
2018-10-27 00:00:00 -0700,14873
2018-10-28 00:00:00 -0700,14873
2018-10-29 00:00:00 -0700,14873
2018-10-30 00:00:00 -0700,14873
2018-10-31 00:00:00 -0700,14873
2018-11-01 00:00:00 -0700,14873
2018-11-02 00:00:00 -0700,14873
2018-11-03 00:00:00 -0700,14873
2018-11-04 00:00:00 -0700,15493
2018-11-05 00:00:00 -0800,14873
2018-11-06 00:00:00 -0800,14873
2018-11-07 00:00:00 -0800,14873
2018-11-08 00:00:00 -0800,14873
2018-11-09 00:00:00 -0800,14873
2018-11-10 00:00:00 -0800,14873
2018-11-11 00:00:00 -0800,14873
2018-11-12 00:00:00 -0800,14873
2018-11-13 00:00:00 -0800,14873
2018-11-14 00:00:00 -0800,14873
2018-11-15 00:00:00 -0800,14873
2018-11-16 00:00:00 -0800,14873
2018-11-17 00:00:00 -0800,14873
2018-11-18 00:00:00 -0800,14873
2018-11-19 00:00:00 -0800,14873
2018-11-20 00:00:00 -0800,14873
2018-11-21 00:00:00 -0800,14873
2018-11-22 00:00:00 -0800,14873
2018-11-23 00:00:00 -0800,14873
2018-11-24 00:00:00 -0800,14873
2018-11-25 00:00:00 -0800,14873
2018-11-26 00:00:00 -0800,14873
2018-11-27 00:00:00 -0800,14873
2018-11-28 00:00:00 -0800,14873
2018-11-29 00:00:00 -0800,14873
2018-11-30 00:00:00 -0800,14873
2018-12-01 00:00:00 -0800,14873
2018-12-02 00:00:00 -0800,14873
2018-12-03 00:00:00 -0800,14873
2018-12-04 00:00:00 -0800,14873
2018-12-05 00:00:00 -0800,14873
2018-12-06 00:00:00 -0800,14873
2018-12-07 00:00:00 -0800,14873
2018-12-08 00:00:00 -0800,14873
2018-12-09 00:00:00 -0800,14873
2018-12-10 00:00:00 -0800,14873
2018-12-11 00:00:00 -0800,14873
2018-12-12 00:00:00 -0800,14873
2018-12-13 00:00:00 -0800,14873
2018-12-14 00:00:00 -0800,14873
2018-12-15 00:00:00 -0800,14873
2018-12-16 00:00:00 -0800,14873
2018-12-17 00:00:00 -0800,14873
2018-12-18 00:00:00 -0800,14873
2018-12-19 00:00:00 -0800,14873
2018-12-20 00:00:00 -0800,14873
2018-12-21 00:00:00 -0800,14873
2018-12-22 00:00:00 -0800,14873
2018-12-23 00:00:00 -0800,14873
2018-12-24 00:00:00 -0800,14873
2018-12-25 00:00:00 -0800,14873
2018-12-26 00:00:00 -0800,14873
2018-12-27 00:00:00 -0800,14873
2018-12-28 00:00:00 -0800,14873
2018-12-29 00:00:00 -0800,14873
2018-12-30 00:00:00 -0800,14873
2018-12-31 00:00:00 -0800,14873
2019-01-01 00:00:00 -0800,14873
2019-01-02 00:00:00 -0800,14873
2019-01-03 00:00:00 -0800,14873
2019-01-04 00:00:00 -0800,14873
2019-01-05 00:00:00 -0800,14873
2019-01-06 00:00:00 -0800,14873
2019-01-07 00:00:00 -0800,14873
2019-01-08 00:00:00 -0800,14873
2019-01-09 00:00:00 -0800,14873
2019-01-10 00:00:00 -0800,14873
2019-01-11 00:00:00 -0800,14873
2019-01-12 00:00:00 -0800,14873
2019-01-13 00:00:00 -0800,14873
2019-01-14 00:00:00 -0800,14873
2019-01-15 00:00:00 -0800,14873
2019-01-16 00:00:00 -0800,7851
2019-01-17 00:00:00 -0800,1980
2019-01-18 00:00:00 -0800,2838
2019-01-19 00:00:00 -0800,2407
2019-01-20 00:00:00 -0800,933
2019-01-21 00:00:00 -0800,1051
2019-01-22 00:00:00 -0800,1474
2019-01-23 00:00:00 -0800,1213
2019-01-24 00:00:00 -0800,1149
2019-01-25 00:00:00 -0800,1281
2019-01-26 00:00:00 -0800,3200
2019-01-27 00:00:00 -0800,2417
2019-01-28 00:00:00 -0800,3507
2019-01-29 00:00:00 -0800,2330
2019-01-30 00:00:00 -0800,1793
2019-01-31 00:00:00 -0800,2383
2019-02-01 00:00:00 -0800,2029
2019-02-02 00:00:00 -0800,2653
2019-02-03 00:00:00 -0800,1511
2019-02-04 00:00:00 -0800,2754
2019-02-05 00:00:00 -0800,2280
2019-02-06 00:00:00 -0800,2448
2019-02-07 00:00:00 -0800,2957
2019-02-08 00:00:00 -0800,2133
2019-02-09 00:00:00 -0800,2572
2019-02-10 00:00:00 -0800,2530
2019-02-11 00:00:00 -0800,3159
2019-02-12 00:00:00 -0800,1963
2019-02-13 00:00:00 -0800,920
2019-02-14 00:00:00 -0800,1887
2019-02-15 00:00:00 -0800,3563
2019-02-16 00:00:00 -0800,3273
2019-02-17 00:00:00 -0800,3268
2019-02-18 00:00:00 -0800,2960
2019-02-19 00:00:00 -0800,3163
2019-02-20 00:00:00 -0800,3827
2019-02-21 00:00:00 -0800,3190
2019-02-22 00:00:00 -0800,3196
2019-02-23 00:00:00 -0800,4721
2019-02-24 00:00:00 -0800,4624
2019-02-25 00:00:00 -0800,2403
2019-02-26 00:00:00 -0800,1621
2019-02-27 00:00:00 -0800,2604
2019-02-28 00:00:00 -0800,4778
2019-03-01 00:00:00 -0800,4371
2019-03-02 00:00:00 -0800,1662
2019-03-03 00:00:00 -0800,3411
2019-03-04 00:00:00 -0800,4565
2019-03-05 00:00:00 -0800,2237
2019-03-06 00:00:00 -0800,3034
2019-03-07 00:00:00 -0800,5575
2019-03-08 00:00:00 -0800,4876
2019-03-09 00:00:00 -0800,4369
2019-03-10 00:00:00 -0800,3652
2019-03-11 00:00:00 -0700,4931
2019-03-12 00:00:00 -0700,5798
2019-03-13 00:00:00 -0700,5369
2019-03-14 00:00:00 -0700,5615
2019-03-15 00:00:00 -0700,5641
2019-03-16 00:00:00 -0700,5791
2019-03-17 00:00:00 -0700,6204
2019-03-18 00:00:00 -0700,6192
2019-03-19 00:00:00 -0700,6330
2019-03-20 00:00:00 -0700,6755
2019-03-21 00:00:00 -0700,7368
2019-03-22 00:00:00 -0700,3620
2019-03-23 00:00:00 -0700,7674
2019-03-24 00:00:00 -0700,7921
2019-03-25 00:00:00 -0700,4163
2019-03-26 00:00:00 -0700,7133
2019-03-27 00:00:00 -0700,7263
2019-03-28 00:00:00 -0700,5421
2019-03-29 00:00:00 -0700,9141
2019-03-30 00:00:00 -0700,8199
2019-03-31 00:00:00 -0700,8540
2019-04-01 00:00:00 -0700,4706
2019-04-02 00:00:00 -0700,4237
2019-04-03 00:00:00 -0700,4202
2019-04-04 00:00:00 -0700,5538
2019-04-05 00:00:00 -0700,4831
2019-04-06 00:00:00 -0700,7879
2019-04-07 00:00:00 -0700,9887
2019-04-08 00:00:00 -0700,7720
2019-04-09 00:00:00 -0700,10807
2019-04-10 00:00:00 -0700,11602
2019-04-11 00:00:00 -0700,8421
2019-04-12 00:00:00 -0700,11754
2019-04-13 00:00:00 -0700,11028
2019-04-14 00:00:00 -0700,11439
2019-04-15 00:00:00 -0700,7085
2019-04-16 00:00:00 -0700,9836
2019-04-17 00:00:00 -0700,12423
2019-04-18 00:00:00 -0700,12258
2019-04-19 00:00:00 -0700,12228
2019-04-20 00:00:00 -0700,12835
2019-04-21 00:00:00 -0700,13280
2019-04-22 00:00:00 -0700,13295
2019-04-23 00:00:00 -0700,12980
2019-04-24 00:00:00 -0700,12953
2019-04-25 00:00:00 -0700,13753
2019-04-26 00:00:00 -0700,13154
2019-04-27 00:00:00 -0700,13757
2019-04-28 00:00:00 -0700,13937
2019-04-29 00:00:00 -0700,14124
2019-04-30 00:00:00 -0700,14650
2019-05-01 00:00:00 -0700,14872
2019-05-02 00:00:00 -0700,14908
2019-05-03 00:00:00 -0700,14849
2019-05-04 00:00:00 -0700,15307
2019-05-05 00:00:00 -0700,14764
2019-05-06 00:00:00 -0700,6857
2019-05-07 00:00:00 -0700,13175
2019-05-08 00:00:00 -0700,14140
2019-05-09 00:00:00 -0700,12350
2019-05-10 00:00:00 -0700,15609
2019-05-11 00:00:00 -0700,15098
2019-05-12 00:00:00 -0700,15710
2019-05-13 00:00:00 -0700,15515
2019-05-14 00:00:00 -0700,8438
2019-05-15 00:00:00 -0700,2788
2019-05-16 00:00:00 -0700,5602
2019-05-17 00:00:00 -0700,12991
2019-05-18 00:00:00 -0700,4179
2019-05-19 00:00:00 -0700,7561
2019-05-20 00:00:00 -0700,12897
2019-05-21 00:00:00 -0700,9389
2019-05-22 00:00:00 -0700,16623
2019-05-23 00:00:00 -0700,15317
2019-05-24 00:00:00 -0700,14922
2019-05-25 00:00:00 -0700,16701
2019-05-26 00:00:00 -0700,8924
2019-05-27 00:00:00 -0700,17469
2019-05-28 00:00:00 -0700,18083
2019-05-29 00:00:00 -0700,17561
2019-05-30 00:00:00 -0700,15551
2019-05-31 00:00:00 -0700,17839
2019-06-01 00:00:00 -0700,17923
2019-06-02 00:00:00 -0700,14635
2019-06-03 00:00:00 -0700,17589
2019-06-04 00:00:00 -0700,17729
2019-06-05 00:00:00 -0700,17432
2019-06-06 00:00:00 -0700,18962
2019-06-07 00:00:00 -0700,18828
2019-06-08 00:00:00 -0700,18790
2019-06-09 00:00:00 -0700,17363
2019-06-10 00:00:00 -0700,16813
2019-06-11 00:00:00 -0700,17335
2019-06-12 00:00:00 -0700,17168
2019-06-13 00:00:00 -0700,17955
2019-06-14 00:00:00 -0700,17267
2019-06-15 00:00:00 -0700,11182
2019-06-16 00:00:00 -0700,15554
2019-06-17 00:00:00 -0700,17597
2019-06-18 00:00:00 -0700,17895
2019-06-19 00:00:00 -0700,18446
2019-06-20 00:00:00 -0700,17148
2019-06-21 00:00:00 -0700,18866
2019-06-22 00:00:00 -0700,18244
2019-06-23 00:00:00 -0700,18038
2019-06-24 00:00:00 -0700,14400
2019-06-25 00:00:00 -0700,18358
2019-06-26 00:00:00 -0700,15340
2019-06-27 00:00:00 -0700,15660
2019-06-28 00:00:00 -0700,18357
2019-06-29 00:00:00 -0700,15030
2019-06-30 00:00:00 -0700,18824
2019-07-01 00:00:00 -0700,17820
2019-07-02 00:00:00 -0700,17979
2019-07-03 00:00:00 -0700,18084
2019-07-04 00:00:00 -0700,17832
2019-07-05 00:00:00 -0700,17530
2019-07-06 00:00:00 -0700,17199
2019-07-07 00:00:00 -0700,16541
2019-07-08 00:00:00 -0700,9589
2019-07-09 00:00:00 -0700,13741
2019-07-10 00:00:00 -0700,15087
2019-07-11 00:00:00 -0700,17413
2019-07-12 00:00:00 -0700,17430
2019-07-13 00:00:00 -0700,17603
2019-07-14 00:00:00 -0700,17954
2019-07-15 00:00:00 -0700,17318
2019-07-16 00:00:00 -0700,17167
2019-07-17 00:00:00 -0700,16786
2019-07-18 00:00:00 -0700,17245
2019-07-19 00:00:00 -0700,16267
2019-07-20 00:00:00 -0700,16247
2019-07-21 00:00:00 -0700,14299
2019-07-22 00:00:00 -0700,16334
2019-07-23 00:00:00 -0700,16509
2019-07-24 00:00:00 -0700,15930
2019-07-25 00:00:00 -0700,13846
2019-07-26 00:00:00 -0700,16236
2019-07-27 00:00:00 -0700,15680
2019-07-28 00:00:00 -0700,15187
2019-07-29 00:00:00 -0700,15959
2019-07-30 00:00:00 -0700,14493
2019-07-31 00:00:00 -0700,15425
2019-08-01 00:00:00 -0700,13895
2019-08-02 00:00:00 -0700,14484
2019-08-03 00:00:00 -0700,14840
2019-08-04 00:00:00 -0700,14160
2019-08-05 00:00:00 -0700,12756
2019-08-06 00:00:00 -0700,14187
2019-08-07 00:00:00 -0700,14256
2019-08-08 00:00:00 -0700,13202
Total,13014924
